DataMeta;LojaID;Categoria;MetaReceita;MetaMargem
2024-10-01;11;Eletronicos;4213,34;1918,81
2024-10-01;11;Casa;2972,99;1122,05
2024-10-01;11;Moda;1835,63;702,97
2024-10-01;11;Beleza;1208,06;499,70
2024-10-01;11;Esporte;4392,63;1753,31
2024-10-01;12;Eletronicos;4650,06;1840,20
2024-10-01;12;Casa;4070,78;1505,39
2024-10-01;12;Moda;6338,63;2543,31
2024-10-01;12;Beleza;3059,21;1397,42
2024-10-01;12;Esporte;4171,63;1790,99
2024-11-01;1;Eletronicos;5862,84;2624,17
2024-11-01;1;Casa;4602,01;1974,19
2024-11-01;1;Moda;3332,75;1287,76
2024-11-01;1;Beleza;2407,47;1014,08
2024-11-01;1;Esporte;1529,71;607,28
2024-11-01;2;Eletronicos;1855,44;677,24
2024-11-01;2;Casa;2859,35;1311,46
2024-11-01;2;Moda;1884,38;841,74
2024-11-01;2;Beleza;2593,23;1028,26
2024-11-01;2;Esporte;4820,83;2192,58
2024-11-01;3;Eletronicos;1133,32;421,71
2024-11-01;3;Casa;2311,62;960,77
2024-11-01;3;Moda;1840,30;765,71
2024-11-01;3;Beleza;1015,63;432,85
2024-11-01;3;Esporte;3987,36;1466,06
2024-11-01;4;Eletronicos;1506,96;684,41
2024-11-01;4;Casa;1572,67;566,66
2024-11-01;4;Moda;4203,44;1558,32
2024-11-01;4;Beleza;2428,18;1033,92
2024-11-01;4;Esporte;673,57;250,28
2024-11-01;5;Eletronicos;842,71;372,74
2024-11-01;5;Casa;1875,38;777,82
2024-11-01;5;Moda;2827,03;1062,06
2024-11-01;5;Beleza;4217,06;1614,41
2024-11-01;5;Esporte;3196,25;1184,51
2024-11-01;6;Eletronicos;3253,62;1385,51
2024-11-01;6;Casa;4085,09;1739,79
2024-11-01;6;Moda;1896,55;697,87
2024-11-01;6;Beleza;1368,17;551,73
2024-11-01;6;Esporte;5663,62;2258,46
2024-11-01;7;Eletronicos;1479,94;609,84
2024-11-01;7;Casa;4426,22;1804,08
2024-11-01;7;Moda;2236,62;866,89
2024-11-01;7;Beleza;1579,84;703,69
2024-11-01;7;Esporte;522,72;233,83
2024-11-01;8;Eletronicos;2142,46;786,05
2024-11-01;8;Casa;2363,87;1055,15
2024-11-01;8;Moda;4077,12;1614,34
2024-11-01;8;Beleza;7793,88;3027,21
2024-11-01;8;Esporte;3212,55;1259,08
2024-11-01;9;Eletronicos;5222,53;2375,43
2024-11-01;9;Casa;3451,71;1352,36
2024-11-01;9;Moda;4413,58;1895,80
2024-11-01;9;Beleza;1846,10;711,59
2024-11-01;9;Esporte;3612,65;1615,76
2024-11-01;10;Eletronicos;5370,82;2179,29
2024-11-01;10;Casa;1162,79;487,71
2024-11-01;10;Moda;2350,36;858,26
2024-11-01;10;Beleza;3593,06;1589,96
2024-11-01;10;Esporte;4270,60;1656,75
2024-11-01;11;Eletronicos;2224,75;903,71
2024-11-01;11;Casa;2617,69;1198,07
2024-11-01;11;Moda;2406,66;999,36
2024-11-01;11;Beleza;4416,46;1822,02
2024-11-01;11;Esporte;925,30;398,56
2024-11-01;12;Eletronicos;602,33;252,53
2024-11-01;12;Casa;4416,33;1680,55
2024-11-01;12;Moda;3776,12;1596,15
2024-11-01;12;Beleza;1145,71;442,44
2024-11-01;12;Esporte;5085,18;1907,09
2024-12-01;1;Eletronicos;2179,00;803,32
2024-12-01;1;Casa;3734,17;1591,38
2024-12-01;1;Moda;4639,57;1711,55
2024-12-01;1;Beleza;3264,65;1482,24
2024-12-01;1;Esporte;8244,48;3664,70
2024-12-01;2;Eletronicos;3754,60;1535,00
2024-12-01;2;Casa;1637,42;682,72
2024-12-01;2;Moda;2126,65;966,72
2024-12-01;2;Beleza;2919,16;1110,97
2024-12-01;2;Esporte;3236,36;1230,06
2024-12-01;3;Eletronicos;7193,49;3233,39
2024-12-01;3;Casa;5323,00;2431,83
2024-12-01;3;Moda;6440,62;2916,20
2024-12-01;3;Beleza;4348,92;1588,53
2024-12-01;3;Esporte;2259,46;1024,76
2024-12-01;4;Eletronicos;3003,55;1150,50
2024-12-01;4;Casa;2574,53;959,16
2024-12-01;4;Moda;7220,99;2869,74
2024-12-01;4;Beleza;2612,16;1128,53
2024-12-01;4;Esporte;5704,50;2536,29
2024-12-01;5;Eletronicos;557,40;225,19
2024-12-01;5;Casa;946,61;432,21
2024-12-01;5;Moda;2720,90;1088,79
2024-12-01;5;Beleza;1210,59;453,64
2024-12-01;5;Esporte;834,21;315,20
2024-12-01;6;Eletronicos;1591,36;641,88
2024-12-01;6;Casa;3204,27;1196,59
2024-12-01;6;Moda;2476,35;898,90
2024-12-01;6;Beleza;5383,89;1988,78
2024-12-01;6;Esporte;4282,48;1768,69
2024-12-01;7;Eletronicos;1219,12;472,28
2024-12-01;7;Casa;4369,53;1927,42
2024-12-01;7;Moda;2870,84;1194,56
2024-12-01;7;Beleza;808,20;331,85
2024-12-01;7;Esporte;2672,67;968,57
2024-12-01;8;Eletronicos;2795,08;1185,23
2024-12-01;8;Casa;1214,61;484,97
2024-12-01;8;Moda;1333,72;556,63
2024-12-01;8;Beleza;1482,32;666,71
2024-12-01;8;Esporte;1084,48;463,08
2024-12-01;9;Eletronicos;6087,91;2759,48
2024-12-01;9;Casa;3647,59;1314,50
2024-12-01;9;Moda;6310,24;2804,24
2024-12-01;9;Beleza;3925,10;1782,92
2024-12-01;9;Esporte;912,00;405,20
2024-12-01;10;Eletronicos;5579,51;2434,81
2024-12-01;10;Casa;3345,93;1225,39
2024-12-01;10;Moda;6660,58;2997,43
2024-12-01;10;Beleza;597,72;237,80
2024-12-01;10;Esporte;3483,47;1537,33
2024-12-01;11;Eletronicos;2514,45;982,64
2024-12-01;11;Casa;2536,73;1027,95
2024-12-01;11;Moda;5312,76;1960,47
2024-12-01;11;Beleza;3905,11;1529,47
2024-12-01;11;Esporte;4908,88;1799,03
2024-12-01;12;Eletronicos;7127,67;3061,41
2024-12-01;12;Casa;5442,97;2170,93
2024-12-01;12;Moda;1643,57;712,53
2024-12-01;12;Beleza;2335,73;924,59
2024-12-01;12;Esporte;2696,11;1084,72
2025-01-01;1;Eletronicos;2474,59;1026,97
2025-01-01;1;Casa;1967,24;820,37
2025-01-01;1;Moda;4469,59;1930,15
2025-01-01;1;Beleza;1813,29;777,34
2025-01-01;1;Esporte;1520,38;656,37
2025-01-01;2;Eletronicos;4872,80;1857,40
2025-01-01;2;Casa;1434,14;636,96
2025-01-01;2;Moda;2348,73;1075,34
2025-01-01;2;Beleza;3306,42;1424,63
2025-01-01;2;Esporte;5880,50;2384,51
2025-01-01;3;Eletronicos;6717,39;2991,79
2025-01-01;3;Casa;4451,95;1781,83
2025-01-01;3;Moda;5471,10;2004,34
2025-01-01;3;Beleza;2913,59;1288,83
2025-01-01;3;Esporte;3175,68;1258,87
2025-01-01;4;Eletronicos;2959,12;1080,03
2025-01-01;4;Casa;5692,51;2602,40
2025-01-01;4;Moda;5921,44;2214,96
2025-01-01;4;Beleza;314,56;126,43
2025-01-01;4;Esporte;3279,95;1496,92
2025-01-01;5;Eletronicos;4230,15;1887,74
2025-01-01;5;Casa;4498,34;1912,27
2025-01-01;5;Moda;8674,26;3704,35
2025-01-01;5;Beleza;2563,40;1019,21
2025-01-01;5;Esporte;3544,45;1574,84
2025-01-01;6;Eletronicos;1310,26;472,41
2025-01-01;6;Casa;2316,55;850,67
2025-01-01;6;Moda;5331,78;2296,89
2025-01-01;6;Beleza;4307,63;1817,11
2025-01-01;6;Esporte;3220,92;1372,34
2025-01-01;7;Eletronicos;5918,59;2634,41
2025-01-01;7;Casa;6042,36;2482,84
2025-01-01;7;Moda;6795,16;3027,19
2025-01-01;7;Beleza;2324,49;960,74
2025-01-01;7;Esporte;5149,18;2028,07
2025-01-01;8;Eletronicos;536,70;219,69
2025-01-01;8;Casa;6234,05;2682,78
2025-01-01;8;Moda;2372,43;869,48
2025-01-01;8;Beleza;4557,21;2091,42
2025-01-01;8;Esporte;4223,13;1644,68
2025-01-01;9;Eletronicos;2293,09;1036,74
2025-01-01;9;Casa;6868,83;2952,39
2025-01-01;9;Moda;4986,70;2038,87
2025-01-01;9;Beleza;2803,76;1161,07
2025-01-01;9;Esporte;6837,16;2864,34
2025-01-01;10;Eletronicos;5569,25;2495,17
2025-01-01;10;Casa;716,98;310,21
2025-01-01;10;Moda;4871,29;2009,80
2025-01-01;10;Beleza;2982,00;1245,96
2025-01-01;10;Esporte;2112,31;764,44
2025-01-01;11;Eletronicos;3038,71;1205,39
2025-01-01;11;Casa;3116,46;1350,28
2025-01-01;11;Moda;6901,97;3041,50
2025-01-01;11;Beleza;4101,49;1586,35
2025-01-01;11;Esporte;3470,07;1447,49
2025-01-01;12;Eletronicos;1904,04;693,44
2025-01-01;12;Casa;3120,66;1407,22
2025-01-01;12;Moda;4045,27;1628,78
2025-01-01;12;Beleza;1689,55;663,57
2025-01-01;12;Esporte;2708,79;1076,97
2025-02-01;1;Eletronicos;3102,11;1337,89
2025-02-01;1;Casa;620,37;251,15
2025-02-01;1;Moda;3443,78;1531,44
2025-02-01;1;Beleza;3806,57;1490,97
2025-02-01;1;Esporte;6498,89;2791,41
2025-02-01;2;Eletronicos;3874,50;1615,74
2025-02-01;2;Casa;4071,81;1484,55
2025-02-01;2;Moda;6987,98;2849,15
2025-02-01;2;Beleza;681,67;254,53
2025-02-01;2;Esporte;1286,20;527,89
2025-02-01;3;Eletronicos;1802,57;757,93
2025-02-01;3;Casa;5241,72;2384,60
2025-02-01;3;Moda;2277,78;1032,02
2025-02-01;3;Beleza;3700,53;1675,11
2025-02-01;3;Esporte;4763,18;2045,82
2025-02-01;4;Eletronicos;3056,20;1285,38
2025-02-01;4;Casa;6819,56;2721,32
2025-02-01;4;Moda;2699,92;1036,71
2025-02-01;4;Beleza;1451,05;629,62
2025-02-01;4;Esporte;4381,39;1598,80
2025-02-01;5;Eletronicos;2844,36;1245,12
2025-02-01;5;Casa;2785,68;1176,83
2025-02-01;5;Moda;7478,69;2804,22
2025-02-01;5;Beleza;3323,83;1372,05
2025-02-01;5;Esporte;6523,02;2832,11
2025-02-01;6;Eletronicos;2414,99;1004,91
2025-02-01;6;Casa;2648,09;953,65
2025-02-01;6;Moda;1685,73;646,51
2025-02-01;6;Beleza;2477,22;953,55
2025-02-01;6;Esporte;2923,23;1213,99
2025-02-01;7;Eletronicos;6545,64;2966,30
2025-02-01;7;Casa;3012,72;1128,73
2025-02-01;7;Moda;2521,32;1152,16
2025-02-01;7;Beleza;3222,61;1320,33
2025-02-01;7;Esporte;1833,95;692,60
2025-02-01;8;Eletronicos;2464,27;988,38
2025-02-01;8;Casa;3323,80;1317,88
2025-02-01;8;Moda;968,20;349,94
2025-02-01;8;Beleza;2762,20;1031,28
2025-02-01;8;Esporte;1119,70;503,35
2025-02-01;9;Eletronicos;987,66;384,70
2025-02-01;9;Casa;1052,06;410,50
2025-02-01;9;Moda;2521,41;974,58
2025-02-01;9;Beleza;1863,21;700,15
2025-02-01;9;Esporte;7930,67;3083,67
2025-02-01;10;Eletronicos;2551,65;1008,68
2025-02-01;10;Casa;4248,50;1862,30
2025-02-01;10;Moda;1863,37;792,15
2025-02-01;10;Beleza;6245,41;2482,13
2025-02-01;10;Esporte;3392,54;1489,21
2025-02-01;11;Eletronicos;4346,55;1645,25
2025-02-01;11;Casa;5375,67;2279,04
2025-02-01;11;Moda;5209,70;2213,69
2025-02-01;11;Beleza;4085,42;1610,70
2025-02-01;11;Esporte;9553,28;4076,86
2025-02-01;12;Eletronicos;3304,27;1465,70
2025-02-01;12;Casa;1457,09;573,13
2025-02-01;12;Moda;5602,03;2182,44
2025-02-01;12;Beleza;5338,87;2293,62
2025-02-01;12;Esporte;3273,54;1287,78
2025-03-01;1;Eletronicos;837,16;342,68
2025-03-01;1;Casa;1908,59;720,09
2025-03-01;1;Moda;3393,35;1317,75
2025-03-01;1;Beleza;1227,56;564,34
2025-03-01;1;Esporte;974,37;424,94
2025-03-01;2;Eletronicos;3827,26;1668,31
2025-03-01;2;Casa;4205,34;1933,06
2025-03-01;2;Moda;10425,80;3758,18
2025-03-01;2;Beleza;4175,78;1702,51
2025-03-01;2;Esporte;4568,96;1692,87
2025-03-01;3;Eletronicos;3717,40;1532,01
2025-03-01;3;Casa;626,44;245,01
2025-03-01;3;Moda;3246,65;1282,74
2025-03-01;3;Beleza;7091,69;2812,63
2025-03-01;3;Esporte;4660,91;2031,78
2025-03-01;4;Eletronicos;3025,63;1367,28
2025-03-01;4;Casa;2636,03;1197,38
2025-03-01;4;Moda;5268,17;2147,03
2025-03-01;4;Beleza;2789,26;1229,41
2025-03-01;4;Esporte;5116,73;2034,22
2025-03-01;5;Eletronicos;1736,54;683,09
2025-03-01;5;Casa;3082,37;1322,27
2025-03-01;5;Moda;3918,09;1632,58
2025-03-01;5;Beleza;2097,47;912,15
2025-03-01;5;Esporte;2365,03;1002,25
2025-03-01;6;Eletronicos;4415,88;1894,16
2025-03-01;6;Casa;3133,22;1177,60
2025-03-01;6;Moda;8341,25;3559,97
2025-03-01;6;Beleza;3651,86;1451,59
2025-03-01;6;Esporte;623,39;261,26
2025-03-01;7;Eletronicos;5162,89;2036,04
2025-03-01;7;Casa;6571,91;2871,39
2025-03-01;7;Moda;8289,92;3227,35
2025-03-01;7;Beleza;2197,39;809,69
2025-03-01;7;Esporte;1853,18;834,56
2025-03-01;8;Eletronicos;3450,25;1327,43
2025-03-01;8;Casa;3313,49;1500,75
2025-03-01;8;Moda;2206,60;898,94
2025-03-01;8;Beleza;525,81;237,19
2025-03-01;8;Esporte;4919,02;2014,81
2025-03-01;9;Eletronicos;5883,25;2221,74
2025-03-01;9;Casa;4250,72;1603,01
2025-03-01;9;Moda;3876,14;1524,12
2025-03-01;9;Beleza;4416,75;1725,02
2025-03-01;9;Esporte;2708,54;1140,67
2025-03-01;10;Eletronicos;699,53;296,74
2025-03-01;10;Casa;5673,57;2294,56
2025-03-01;10;Moda;5029,92;2226,09
2025-03-01;10;Beleza;5608,62;2020,98
2025-03-01;10;Esporte;4771,08;2029,85
2025-03-01;11;Eletronicos;6510,23;2907,99
2025-03-01;11;Casa;1931,94;719,97
2025-03-01;11;Moda;8496,01;3568,80
2025-03-01;11;Beleza;1275,43;515,35
2025-03-01;11;Esporte;5504,27;2287,85
2025-03-01;12;Eletronicos;1085,17;492,94
2025-03-01;12;Casa;1530,24;573,79
2025-03-01;12;Moda;3984,38;1455,77
2025-03-01;12;Beleza;3618,21;1539,67
2025-03-01;12;Esporte;3039,45;1305,58
2025-04-01;1;Eletronicos;4073,00;1631,23
2025-04-01;1;Casa;1515,26;618,17
2025-04-01;1;Moda;2418,28;1067,50
2025-04-01;1;Beleza;4699,08;1879,91
2025-04-01;1;Esporte;6731,88;2536,38
2025-04-01;2;Eletronicos;2109,61;836,49
2025-04-01;2;Casa;2748,52;1136,97
2025-04-01;2;Moda;4948,41;2076,30
2025-04-01;2;Beleza;961,68;356,46
2025-04-01;2;Esporte;3425,82;1259,80
2025-04-01;3;Eletronicos;3205,71;1413,81
2025-04-01;3;Casa;3636,87;1465,01
2025-04-01;3;Moda;2978,59;1334,47
2025-04-01;3;Beleza;1753,04;646,63
2025-04-01;3;Esporte;2020,00;769,19
2025-04-01;4;Eletronicos;1517,73;610,64
2025-04-01;4;Casa;2221,17;915,29
2025-04-01;4;Moda;5235,58;1948,86
2025-04-01;4;Beleza;2439,64;998,98
2025-04-01;4;Esporte;1519,57;619,74
2025-04-01;5;Eletronicos;3224,44;1235,29
2025-04-01;5;Casa;1995,31;879,07
2025-04-01;5;Moda;3587,90;1386,63
2025-04-01;5;Beleza;4483,83;1661,84
2025-04-01;5;Esporte;5185,14;1888,96
2025-04-01;6;Eletronicos;0,00;0,00
2025-04-01;6;Casa;1505,73;659,46
2025-04-01;6;Moda;3685,03;1639,34
2025-04-01;6;Beleza;1252,05;489,89
2025-04-01;6;Esporte;2510,26;1138,78
2025-04-01;7;Eletronicos;3623,45;1403,90
2025-04-01;7;Casa;3474,15;1550,66
2025-04-01;7;Moda;6316,14;2604,95
2025-04-01;7;Beleza;4316,98;1960,40
2025-04-01;7;Esporte;1732,66;629,27
2025-04-01;8;Eletronicos;2206,89;948,92
2025-04-01;8;Casa;6622,30;2897,38
2025-04-01;8;Moda;2958,54;1324,03
2025-04-01;8;Beleza;3452,81;1544,49
2025-04-01;8;Esporte;1975,25;871,67
2025-04-01;9;Eletronicos;2025,63;908,09
2025-04-01;9;Casa;2176,09;961,10
2025-04-01;9;Moda;2919,93;1084,02
2025-04-01;9;Beleza;3745,54;1460,49
2025-04-01;9;Esporte;5063,78;2315,97
2025-04-01;10;Eletronicos;4725,68;1896,68
2025-04-01;10;Casa;4572,59;1656,73
2025-04-01;10;Moda;5706,81;2597,78
2025-04-01;10;Beleza;693,22;292,58
2025-04-01;10;Esporte;2772,14;1268,31
2025-04-01;11;Eletronicos;5656,76;2041,59
2025-04-01;11;Casa;5054,27;1850,83
2025-04-01;11;Moda;2097,55;839,90
2025-04-01;11;Beleza;5463,33;2203,65
2025-04-01;11;Esporte;4179,62;1772,71
2025-04-01;12;Eletronicos;4134,04;1639,64
2025-04-01;12;Casa;3185,51;1227,08
2025-04-01;12;Moda;7319,06;2881,25
2025-04-01;12;Beleza;2590,53;1140,75
2025-04-01;12;Esporte;1024,72;374,16
2025-05-01;1;Eletronicos;2159,90;810,69
2025-05-01;1;Casa;5646,73;2237,60
2025-05-01;1;Moda;4980,56;1972,43
2025-05-01;1;Beleza;2386,45;1070,18
2025-05-01;1;Esporte;2286,84;1020,50
2025-05-01;2;Eletronicos;1185,77;445,93
2025-05-01;2;Casa;2759,82;1063,38
2025-05-01;2;Moda;4952,80;2194,97
2025-05-01;2;Beleza;2991,53;1078,83
2025-05-01;2;Esporte;924,93;350,80
2025-05-01;3;Eletronicos;776,19;336,39
2025-05-01;3;Casa;3303,96;1390,50
2025-05-01;3;Moda;4562,78;2048,41
2025-05-01;3;Beleza;1885,81;730,29
2025-05-01;3;Esporte;5812,41;2479,10
2025-05-01;4;Eletronicos;3476,55;1311,21
2025-05-01;4;Casa;2076,63;913,26
2025-05-01;4;Moda;1310,41;513,29
2025-05-01;4;Beleza;1162,80;506,79
2025-05-01;4;Esporte;2234,19;805,60
2025-05-01;5;Eletronicos;5481,76;2276,59
2025-05-01;5;Casa;7185,56;2912,28
2025-05-01;5;Moda;4689,22;1972,30
2025-05-01;5;Beleza;3710,29;1480,62
2025-05-01;5;Esporte;7711,05;3173,37
2025-05-01;6;Eletronicos;1989,71;771,95
2025-05-01;6;Casa;3173,93;1349,96
2025-05-01;6;Moda;5000,74;2196,94
2025-05-01;6;Beleza;2112,31;817,43
2025-05-01;6;Esporte;721,24;330,65
2025-05-01;7;Eletronicos;4858,45;2039,11
2025-05-01;7;Casa;12801,93;5674,48
2025-05-01;7;Moda;2663,09;983,45
2025-05-01;7;Beleza;4213,69;1737,97
2025-05-01;7;Esporte;4652,94;1966,34
2025-05-01;8;Eletronicos;5339,82;2240,57
2025-05-01;8;Casa;5299,54;2431,08
2025-05-01;8;Moda;7488,33;2838,63
2025-05-01;8;Beleza;976,34;408,94
2025-05-01;8;Esporte;4018,78;1454,67
2025-05-01;9;Eletronicos;791,13;324,84
2025-05-01;9;Casa;2997,69;1178,95
2025-05-01;9;Moda;2441,34;960,37
2025-05-01;9;Beleza;5169,26;1909,98
2025-05-01;9;Esporte;2685,05;1121,87
2025-05-01;10;Eletronicos;2846,14;1068,87
2025-05-01;10;Casa;2585,49;1017,28
2025-05-01;10;Moda;3339,58;1373,14
2025-05-01;10;Beleza;3031,76;1126,51
2025-05-01;10;Esporte;4607,50;1907,33
2025-05-01;11;Eletronicos;3781,49;1576,36
2025-05-01;11;Casa;5506,69;2272,88
2025-05-01;11;Moda;5372,32;2335,84
2025-05-01;11;Beleza;3457,75;1495,74
2025-05-01;11;Esporte;1137,24;496,66
2025-05-01;12;Eletronicos;4959,05;2015,83
2025-05-01;12;Casa;2070,43;883,30
2025-05-01;12;Moda;4838,69;1837,53
2025-05-01;12;Beleza;3773,35;1418,44
2025-05-01;12;Esporte;1825,49;820,51
2025-06-01;1;Eletronicos;1960,21;845,90
2025-06-01;1;Casa;2691,08;1176,62
2025-06-01;1;Moda;4178,70;1608,17
2025-06-01;1;Beleza;3325,44;1521,09
2025-06-01;1;Esporte;560,34;223,19
2025-06-01;2;Eletronicos;3679,64;1591,00
2025-06-01;2;Casa;3985,97;1648,45
2025-06-01;2;Moda;4873,93;2129,80
2025-06-01;2;Beleza;5252,87;2084,74
2025-06-01;2;Esporte;3837,22;1645,85
2025-06-01;3;Eletronicos;2384,11;958,28
2025-06-01;3;Casa;1765,54;729,24
2025-06-01;3;Moda;1712,00;626,52
2025-06-01;3;Beleza;1687,16;718,10
2025-06-01;3;Esporte;1709,15;748,23
2025-06-01;4;Eletronicos;677,95;285,16
2025-06-01;4;Casa;2251,77;813,35
2025-06-01;4;Moda;3515,75;1354,52
2025-06-01;4;Beleza;2344,01;1037,98
2025-06-01;4;Esporte;4409,93;1961,87
2025-06-01;5;Eletronicos;411,21;176,83
2025-06-01;5;Casa;1974,17;792,77
2025-06-01;5;Moda;2930,84;1246,08
2025-06-01;5;Beleza;1974,55;796,44
2025-06-01;5;Esporte;109,11;49,71
2025-06-01;6;Eletronicos;1822,37;792,51
2025-06-01;6;Casa;1199,05;499,24
2025-06-01;6;Moda;1738,03;755,05
2025-06-01;6;Beleza;1292,94;550,60
2025-06-01;6;Esporte;1708,45;683,74
2025-06-01;7;Eletronicos;697,76;294,70
2025-06-01;7;Casa;3524,21;1512,78
2025-06-01;7;Moda;1941,30;735,15
2025-06-01;7;Beleza;5107,60;2306,18
2025-06-01;7;Esporte;3090,00;1294,10
2025-06-01;8;Eletronicos;1774,32;648,15
2025-06-01;8;Casa;3794,25;1692,70
2025-06-01;8;Moda;8661,89;3483,01
2025-06-01;8;Beleza;541,94;215,08
2025-06-01;8;Esporte;1679,75;742,27
2025-06-01;9;Eletronicos;3330,91;1303,21
2025-06-01;9;Casa;3610,50;1490,89
2025-06-01;9;Moda;1999,40;792,57
2025-06-01;9;Beleza;2475,45;1104,97
2025-06-01;9;Esporte;2545,04;1119,89
2025-06-01;10;Eletronicos;3380,93;1315,78
2025-06-01;10;Casa;3676,37;1328,40
2025-06-01;10;Moda;2182,80;975,02
2025-06-01;10;Beleza;4890,56;2189,48
2025-06-01;10;Esporte;1445,13;545,23
2025-06-01;11;Eletronicos;5431,64;2062,70
2025-06-01;11;Casa;2472,74;934,88
2025-06-01;11;Moda;11219,50;4658,76
2025-06-01;11;Beleza;1937,24;738,55
2025-06-01;11;Esporte;4907,20;2061,45
2025-06-01;12;Eletronicos;3675,94;1485,95
2025-06-01;12;Casa;4920,34;2182,32
2025-06-01;12;Moda;6806,84;2658,22
2025-06-01;12;Beleza;5225,39;2328,35
2025-06-01;12;Esporte;1431,40;608,33
2025-07-01;1;Eletronicos;2603,11;1081,89
2025-07-01;1;Casa;2839,11;1099,06
2025-07-01;1;Moda;5594,24;2453,48
2025-07-01;1;Beleza;6077,52;2460,46
2025-07-01;1;Esporte;959,85;436,81
2025-07-01;2;Eletronicos;2253,20;853,47
2025-07-01;2;Casa;803,82;291,08
2025-07-01;2;Moda;4358,73;1692,92
2025-07-01;2;Beleza;3517,80;1349,97
2025-07-01;2;Esporte;6164,00;2673,91
2025-07-01;3;Eletronicos;5511,33;2392,48
2025-07-01;3;Casa;3701,59;1505,48
2025-07-01;3;Moda;2280,14;997,62
2025-07-01;3;Beleza;1292,43;477,79
2025-07-01;3;Esporte;3173,75;1443,92
2025-07-01;4;Eletronicos;5547,18;2302,48
2025-07-01;4;Casa;2365,99;970,17
2025-07-01;4;Moda;2489,16;962,32
2025-07-01;4;Beleza;1627,09;672,65
2025-07-01;4;Esporte;1350,04;519,76
2025-07-01;5;Eletronicos;2315,36;1034,64
2025-07-01;5;Casa;1675,17;728,02
2025-07-01;5;Moda;1046,93;381,66
2025-07-01;5;Beleza;1296,07;480,62
2025-07-01;5;Esporte;2996,26;1361,79
2025-07-01;6;Eletronicos;2250,93;1022,09
2025-07-01;6;Casa;2147,18;855,51
2025-07-01;6;Moda;5679,20;2494,61
2025-07-01;6;Beleza;1558,62;599,47
2025-07-01;6;Esporte;4266,69;1947,34
2025-07-01;7;Eletronicos;2639,72;1063,33
2025-07-01;7;Casa;4949,13;1817,11
2025-07-01;7;Moda;3296,77;1442,30
2025-07-01;7;Beleza;4508,67;1699,84
2025-07-01;7;Esporte;3002,41;1116,83
2025-07-01;8;Eletronicos;2708,13;1201,48
2025-07-01;8;Casa;1021,52;371,58
2025-07-01;8;Moda;2614,42;1019,72
2025-07-01;8;Beleza;3614,18;1426,03
2025-07-01;8;Esporte;3905,35;1689,62
2025-07-01;9;Eletronicos;3506,54;1411,74
2025-07-01;9;Casa;5753,18;2612,40
2025-07-01;9;Moda;10668,48;4326,44
2025-07-01;9;Beleza;3613,53;1577,45
2025-07-01;9;Esporte;5757,06;2332,92
2025-07-01;10;Eletronicos;611,87;222,96
2025-07-01;10;Casa;0,00;0,00
2025-07-01;10;Moda;9301,90;3926,18
2025-07-01;10;Beleza;3534,15;1391,69
2025-07-01;10;Esporte;2339,83;916,93
2025-07-01;11;Eletronicos;4585,99;1930,32
2025-07-01;11;Casa;6214,55;2430,95
2025-07-01;11;Moda;7542,68;3218,68
2025-07-01;11;Beleza;4220,50;1863,76
2025-07-01;11;Esporte;7418,70;3331,76
2025-07-01;12;Eletronicos;3102,36;1172,34
2025-07-01;12;Casa;2387,63;931,97
2025-07-01;12;Moda;4768,85;2032,98
2025-07-01;12;Beleza;4137,23;1560,30
2025-07-01;12;Esporte;1837,15;834,68
2025-08-01;1;Eletronicos;4069,26;1752,77
2025-08-01;1;Casa;4945,11;2230,06
2025-08-01;1;Moda;7636,22;3481,96
2025-08-01;1;Beleza;4740,34;2168,79
2025-08-01;1;Esporte;5309,29;2167,76
2025-08-01;2;Eletronicos;2664,74;1093,89
2025-08-01;2;Casa;6065,43;2690,64
2025-08-01;2;Moda;5127,17;2114,60
2025-08-01;2;Beleza;5075,93;2288,98
2025-08-01;2;Esporte;1605,62;720,61
2025-08-01;3;Eletronicos;4590,59;1966,87
2025-08-01;3;Casa;2507,09;1046,58
2025-08-01;3;Moda;3546,68;1484,51
2025-08-01;3;Beleza;2858,04;1228,42
2025-08-01;3;Esporte;2373,74;941,01
2025-08-01;4;Eletronicos;3527,25;1466,10
2025-08-01;4;Casa;2853,99;1028,32
2025-08-01;4;Moda;6440,00;2384,11
2025-08-01;4;Beleza;3129,72;1211,60
2025-08-01;4;Esporte;969,01;383,74
2025-08-01;5;Eletronicos;3005,79;1165,71
2025-08-01;5;Casa;4034,44;1481,83
2025-08-01;5;Moda;5107,55;2103,35
2025-08-01;5;Beleza;5179,63;2180,77
2025-08-01;5;Esporte;6659,47;2641,45
2025-08-01;6;Eletronicos;2686,05;1213,72
2025-08-01;6;Casa;1977,89;789,51
2025-08-01;6;Moda;2610,22;1098,34
2025-08-01;6;Beleza;6248,76;2853,46
2025-08-01;6;Esporte;4362,02;1614,87
2025-08-01;7;Eletronicos;2468,98;998,55
2025-08-01;7;Casa;3975,99;1763,41
2025-08-01;7;Moda;5908,05;2665,92
2025-08-01;7;Beleza;3352,15;1355,72
2025-08-01;7;Esporte;3514,93;1602,70
2025-08-01;8;Eletronicos;3257,67;1222,49
2025-08-01;8;Casa;4407,59;1948,52
2025-08-01;8;Moda;3368,60;1337,42
2025-08-01;8;Beleza;1650,29;741,90
2025-08-01;8;Esporte;4888,55;2019,92
2025-08-01;9;Eletronicos;2172,02;923,88
2025-08-01;9;Casa;3692,70;1381,42
