VendaItemID;PedidoID;Data;ClienteID;ProdutoID;LojaID;VendedorID;CanalVenda;FormaPagamento;Quantidade;PrecoUnitario;CustoUnitario;PercentualDesconto;ValorBruto;ValorDesconto;ValorLiquido;CustoTotal
849;10506;2025-12-17;415;64;12;32;Loja Fisica;Cartao Credito;1;590,82;320,00;0,15;590,82;88,62;502,20;320,00
850;10507;2025-12-23;295;40;10;29;E-commerce;Cartao Credito;2;347,83;257,00;0,10;695,66;69,57;626,09;514,00
851;10508;2024-03-12;192;61;3;1;Loja Fisica;Cartao Credito;1;276,33;194,00;0;276,33;0,00;276,33;194,00
852;10509;2024-03-19;696;61;3;27;E-commerce;Cartao Debito;1;276,33;194,00;0,05;276,33;13,82;262,51;194,00
853;10510;2024-02-16;581;68;1;3;E-commerce;Cartao Credito;1;106,02;75,00;0,15;106,02;15,90;90,12;75,00
854;10511;2024-11-07;344;33;12;40;Loja Fisica;Cartao Credito;2;122,35;81,00;0;244,70;0,00;244,70;162,00
855;10511;2024-11-07;344;67;12;40;Loja Fisica;Cartao Debito;2;595,86;264,00;0,15;1191,72;178,76;1012,96;528,00
856;10512;2025-05-10;277;19;2;14;E-commerce;Cartao Credito;4;335,99;161,00;0,15;1343,96;201,59;1142,37;644,00
857;10512;2025-05-10;277;46;2;14;E-commerce;Pix;1;353,98;190,00;0;353,98;0,00;353,98;190,00
858;10513;2025-03-17;212;14;6;23;E-commerce;Pix;3;410,81;210,00;0,10;1232,43;123,24;1109,19;630,00
859;10514;2025-04-05;180;51;9;15;Loja Fisica;Cartao Credito;1;132,15;89,00;0;132,15;0,00;132,15;89,00
860;10514;2025-04-05;180;56;9;15;Loja Fisica;Cartao Debito;2;378,13;256,00;0,08;756,26;60,50;695,76;512,00
861;10515;2024-10-22;9;20;2;48;Loja Fisica;Pix;1;214,01;112,00;0;214,01;0,00;214,01;112,00
862;10515;2024-10-22;9;39;2;48;Loja Fisica;Boleto;1;135,97;82,00;0;135,97;0,00;135,97;82,00
863;10516;2025-08-30;55;1;2;21;Loja Fisica;Cartao Credito;1;438,15;304,00;0;438,15;0,00;438,15;304,00
864;10517;2025-05-29;788;19;11;31;Loja Fisica;Cartao Credito;4;335,99;161,00;0;1343,96;0,00;1343,96;644,00
865;10517;2025-05-29;788;38;11;31;Loja Fisica;Cartao Debito;1;639,39;299,00;0,05;639,39;31,97;607,42;299,00
866;10517;2025-05-29;788;50;11;31;Loja Fisica;Cartao Debito;1;142,61;60,00;0;142,61;0,00;142,61;60,00
867;10517;2025-05-29;788;40;11;31;Loja Fisica;Pix;1;347,83;257,00;0,05;347,83;17,39;330,44;257,00
868;10518;2025-08-15;700;71;3;47;E-commerce;Cartao Credito;1;193,81;118,00;0;193,81;0,00;193,81;118,00
869;10519;2025-10-05;559;13;8;43;Loja Fisica;Pix;1;125,43;65,00;0,05;125,43;6,27;119,16;65,00
870;10519;2025-10-05;559;46;8;43;Loja Fisica;Cartao Credito;1;353,98;190,00;0,05;353,98;17,70;336,28;190,00
871;10520;2025-04-17;573;18;1;3;Loja Fisica;Boleto;1;187,78;108,00;0;187,78;0,00;187,78;108,00
872;10520;2025-04-17;573;48;1;3;Loja Fisica;Cartao Debito;1;207,39;147,00;0,08;207,39;16,59;190,80;147,00
873;10521;2024-02-24;129;7;7;36;Loja Fisica;Boleto;1;220,80;106,00;0;220,80;0,00;220,80;106,00
874;10522;2024-12-07;100;8;10;29;E-commerce;Pix;1;252,71;167,00;0,08;252,71;20,22;232,49;167,00
875;10522;2024-12-07;100;7;10;29;E-commerce;Cartao Credito;2;220,80;106,00;0,08;441,60;35,33;406,27;212,00
876;10523;2025-05-22;229;39;3;2;Marketplace;Cartao Debito;2;135,97;82,00;0,10;271,94;27,19;244,75;164,00
877;10523;2025-05-22;229;9;3;2;Marketplace;Cartao Debito;1;111,45;77,00;0,08;111,45;8,92;102,53;77,00
878;10524;2024-09-10;107;51;4;41;Loja Fisica;Cartao Credito;1;132,15;89,00;0;132,15;0,00;132,15;89,00
879;10524;2024-09-10;107;24;4;41;Loja Fisica;Cartao Debito;2;329,45;186,00;0,15;658,90;98,83;560,06;372,00
880;10524;2024-09-10;107;57;4;41;Loja Fisica;Cartao Credito;2;97,18;57,00;0,08;194,36;15,55;178,81;114,00
881;10525;2024-01-23;146;66;3;2;E-commerce;Cartao Credito;2;421,89;245,00;0,08;843,78;67,50;776,28;490,00
882;10525;2024-01-23;146;38;3;2;E-commerce;Pix;2;639,39;299,00;0,08;1278,78;102,30;1176,48;598,00
883;10526;2025-02-04;715;19;7;36;E-commerce;Cartao Credito;1;335,99;161,00;0,05;335,99;16,80;319,19;161,00
884;10527;2025-08-17;35;57;5;45;E-commerce;Cartao Debito;1;97,18;57,00;0;97,18;0,00;97,18;57,00
885;10527;2025-08-17;35;59;5;45;E-commerce;Cartao Credito;1;39,89;28,00;0;39,89;0,00;39,89;28,00
886;10527;2025-08-17;35;65;5;45;E-commerce;Pix;1;361,13;233,00;0,10;361,13;36,11;325,02;233,00
887;10528;2024-06-27;156;59;11;31;Loja Fisica;Cartao Credito;2;39,89;28,00;0,15;79,78;11,97;67,81;56,00
888;10528;2024-06-27;156;39;11;31;Loja Fisica;Cartao Debito;3;135,97;82,00;0;407,91;0,00;407,91;246,00
889;10529;2025-01-20;621;17;8;43;E-commerce;Cartao Debito;2;359,57;219,00;0,08;719,14;57,53;661,61;438,00
890;10529;2025-01-20;621;52;8;43;E-commerce;Cartao Debito;1;466,16;306,00;0;466,16;0,00;466,16;306,00
891;10530;2024-04-08;109;30;11;31;Loja Fisica;Cartao Debito;4;559,42;244,00;0,15;2237,68;335,65;1902,03;976,00
892;10530;2024-04-08;109;14;11;31;Loja Fisica;Pix;3;410,81;210,00;0;1232,43;0,00;1232,43;630,00
893;10531;2025-03-06;64;57;2;14;E-commerce;Pix;2;97,18;57,00;0,08;194,36;15,55;178,81;114,00
894;10532;2025-12-16;387;26;8;9;Loja Fisica;Pix;1;292,63;186,00;0,05;292,63;14,63;278,00;186,00
895;10532;2025-12-16;387;21;8;9;Loja Fisica;Boleto;1;198,22;108,00;0,08;198,22;15,86;182,36;108,00
896;10533;2025-08-19;645;18;1;3;Marketplace;Boleto;3;187,78;108,00;0;563,34;0,00;563,34;324,00
897;10534;2024-03-14;190;68;6;44;E-commerce;Cartao Credito;1;106,02;75,00;0,15;106,02;15,90;90,12;75,00
898;10534;2024-03-14;190;65;6;44;E-commerce;Cartao Debito;1;361,13;233,00;0,08;361,13;28,89;332,24;233,00
899;10534;2024-03-14;190;9;6;44;E-commerce;Cartao Credito;1;111,45;77,00;0,10;111,45;11,15;100,31;77,00
900;10534;2024-03-14;190;11;6;44;E-commerce;Cartao Credito;1;351,60;160,00;0,08;351,60;28,13;323,47;160,00
901;10535;2024-08-24;616;33;1;37;Loja Fisica;Cartao Credito;1;122,35;81,00;0;122,35;0,00;122,35;81,00
902;10536;2024-10-21;548;52;2;21;Loja Fisica;Pix;1;466,16;306,00;0,08;466,16;37,29;428,87;306,00
903;10536;2024-10-21;548;61;2;21;Loja Fisica;Pix;3;276,33;194,00;0;828,99;0,00;828,99;582,00
904;10536;2024-10-21;548;43;2;21;Loja Fisica;Cartao Credito;3;564,99;284,00;0;1694,97;0,00;1694,97;852,00
905;10537;2024-12-03;64;5;11;46;Loja Fisica;Cartao Debito;1;377,97;239,00;0;377,97;0,00;377,97;239,00
906;10538;2025-09-19;565;14;2;14;Loja Fisica;Cartao Credito;1;410,81;210,00;0,08;410,81;32,86;377,95;210,00
907;10539;2025-05-04;234;69;5;11;Loja Fisica;Pix;1;128,89;80,00;0,05;128,89;6,44;122,45;80,00
908;10540;2025-07-19;54;56;8;9;Loja Fisica;Cartao Credito;2;378,13;256,00;0,08;756,26;60,50;695,76;512,00
909;10541;2025-09-22;361;31;6;16;Loja Fisica;Cartao Credito;1;331,86;210,00;0,08;331,86;26,55;305,31;210,00
910;10542;2025-07-03;47;8;10;18;Marketplace;Cartao Credito;1;252,71;167,00;0;252,71;0,00;252,71;167,00
911;10543;2024-11-17;617;17;6;23;E-commerce;Pix;1;359,57;219,00;0,05;359,57;17,98;341,59;219,00
912;10544;2024-03-19;557;29;5;22;Loja Fisica;Cartao Debito;1;597,77;312,00;0;597,77;0,00;597,77;312,00
913;10544;2024-03-19;557;38;5;22;Loja Fisica;Pix;2;639,39;299,00;0;1278,78;0,00;1278,78;598,00
914;10545;2025-12-15;516;63;9;15;Loja Fisica;Cartao Debito;1;448,17;301,00;0;448,17;0,00;448,17;301,00
915;10546;2025-06-17;313;19;4;39;E-commerce;Pix;1;335,99;161,00;0;335,99;0,00;335,99;161,00
916;10547;2025-04-09;22;50;2;21;Loja Fisica;Cartao Credito;1;142,61;60,00;0;142,61;0,00;142,61;60,00
917;10548;2025-01-28;20;29;8;9;E-commerce;Pix;1;597,77;312,00;0;597,77;0,00;597,77;312,00
918;10549;2025-11-07;33;44;5;4;Loja Fisica;Boleto;3;464,54;216,00;0;1393,62;0,00;1393,62;648,00
919;10550;2024-01-29;744;8;6;23;E-commerce;Cartao Credito;2;252,71;167,00;0,08;505,42;40,43;464,99;334,00
920;10551;2025-11-25;548;67;5;45;Loja Fisica;Cartao Credito;1;595,86;264,00;0,05;595,86;29,79;566,07;264,00
921;10551;2025-11-25;548;31;5;45;Loja Fisica;Cartao Credito;1;331,86;210,00;0;331,86;0,00;331,86;210,00
922;10552;2024-10-07;256;5;2;48;E-commerce;Cartao Credito;1;377,97;239,00;0;377,97;0,00;377,97;239,00
923;10553;2025-10-30;13;34;10;29;Loja Fisica;Cartao Credito;2;476,27;241,00;0,05;952,54;47,63;904,91;482,00
924;10553;2025-10-30;13;60;10;29;Loja Fisica;Pix;1;201,75;142,00;0;201,75;0,00;201,75;142,00
925;10554;2024-08-11;60;9;7;35;Loja Fisica;Boleto;1;111,45;77,00;0;111,45;0,00;111,45;77,00
926;10555;2025-05-21;233;30;3;1;E-commerce;Cartao Credito;1;559,42;244,00;0;559,42;0,00;559,42;244,00
927;10556;2025-03-26;325;34;10;18;Loja Fisica;Pix;4;476,27;241,00;0;1905,08;0,00;1905,08;964,00
928;10556;2025-03-26;325;46;10;18;Loja Fisica;Pix;1;353,98;190,00;0;353,98;0,00;353,98;190,00
929;10557;2024-03-20;455;42;9;12;Loja Fisica;Boleto;1;178,86;79,00;0,15;178,86;26,83;152,03;79,00
930;10558;2025-10-19;290;43;7;35;Loja Fisica;Cartao Credito;4;564,99;284,00;0,10;2259,96;226,00;2033,96;1136,00
931;10559;2024-10-28;32;4;10;18;Loja Fisica;Boleto;1;486,34;312,00;0;486,34;0,00;486,34;312,00
932;10560;2025-06-04;730;20;10;18;Loja Fisica;Cartao Credito;1;214,01;112,00;0,10;214,01;21,40;192,61;112,00
933;10561;2024-08-17;516;69;10;29;Marketplace;Cartao Debito;2;128,89;80,00;0,15;257,78;38,67;219,11;160,00
934;10561;2024-08-17;516;61;10;29;Marketplace;Cartao Credito;2;276,33;194,00;0,08;552,66;44,21;508,45;388,00
935;10562;2025-08-12;250;30;5;22;Loja Fisica;Cartao Debito;1;559,42;244,00;0,10;559,42;55,94;503,48;244,00
936;10562;2025-08-12;250;57;5;22;Loja Fisica;Cartao Credito;2;97,18;57,00;0,05;194,36;9,72;184,64;114,00
937;10563;2025-06-01;371;54;2;48;E-commerce;Boleto;1;266,52;127,00;0,15;266,52;39,98;226,54;127,00
938;10563;2025-06-01;371;69;2;48;E-commerce;Pix;1;128,89;80,00;0,05;128,89;6,44;122,45;80,00
939;10564;2025-09-12;294;54;5;24;Loja Fisica;Pix;1;266,52;127,00;0;266,52;0,00;266,52;127,00
940;10565;2024-07-21;465;71;3;27;Loja Fisica;Pix;2;193,81;118,00;0,05;387,62;19,38;368,24;236,00
941;10566;2024-02-04;25;66;7;13;E-commerce;Cartao Debito;2;421,89;245,00;0,05;843,78;42,19;801,59;490,00
942;10566;2024-02-04;25;52;7;13;E-commerce;Pix;2;466,16;306,00;0;932,32;0,00;932,32;612,00
943;10566;2024-02-04;25;44;7;13;E-commerce;Cartao Credito;1;464,54;216,00;0,08;464,54;37,16;427,38;216,00
944;10566;2024-02-04;25;10;7;13;E-commerce;Cartao Debito;2;465,89;208,00;0;931,78;0,00;931,78;416,00
945;10567;2025-10-07;759;18;8;43;E-commerce;Boleto;2;187,78;108,00;0,10;375,56;37,56;338,00;216,00
946;10568;2025-06-05;156;59;2;21;Marketplace;Cartao Credito;1;39,89;28,00;0,05;39,89;1,99;37,90;28,00
947;10568;2025-06-05;156;36;2;21;Marketplace;Cartao Credito;3;476,13;295,00;0;1428,39;0,00;1428,39;885,00
948;10569;2024-02-19;531;37;10;29;Marketplace;Pix;1;61,93;30,00;0;61,93;0,00;61,93;30,00
949;10569;2024-02-19;531;6;10;29;Marketplace;Cartao Debito;2;367,38;167,00;0,10;734,76;73,48;661,28;334,00
950;10570;2025-03-16;285;45;9;12;Loja Fisica;Cartao Credito;1;685,07;296,00;0;685,07;0,00;685,07;296,00
951;10570;2025-03-16;285;29;9;12;Loja Fisica;Cartao Debito;3;597,77;312,00;0;1793,31;0,00;1793,31;936,00
952;10571;2025-09-12;238;71;2;20;E-commerce;Cartao Credito;2;193,81;118,00;0,15;387,62;58,14;329,48;236,00
953;10572;2024-02-10;551;48;9;12;E-commerce;Cartao Credito;1;207,39;147,00;0,08;207,39;16,59;190,80;147,00
954;10573;2024-05-09;303;57;8;9;Marketplace;Cartao Credito;3;97,18;57,00;0,05;291,54;14,58;276,96;171,00
955;10573;2024-05-09;303;36;8;9;Marketplace;Cartao Debito;2;476,13;295,00;0;952,26;0,00;952,26;590,00
956;10574;2024-08-15;77;59;12;32;Loja Fisica;Pix;2;39,89;28,00;0,08;79,78;6,38;73,40;56,00
957;10575;2025-12-05;40;41;6;44;Loja Fisica;Pix;1;604,17;281,00;0,08;604,17;48,33;555,84;281,00
958;10575;2025-12-05;40;5;6;44;Loja Fisica;Cartao Credito;3;377,97;239,00;0,10;1133,91;113,39;1020,52;717,00
959;10575;2025-12-05;40;49;6;44;Loja Fisica;Pix;3;93,60;65,00;0;280,80;0,00;280,80;195,00
960;10576;2024-06-04;192;12;8;9;E-commerce;Pix;3;442,84;299,00;0,15;1328,52;199,28;1129,24;897,00
961;10577;2025-03-20;503;5;2;20;Loja Fisica;Pix;1;377,97;239,00;0;377,97;0,00;377,97;239,00
962;10578;2024-08-28;358;39;11;30;Loja Fisica;Pix;2;135,97;82,00;0;271,94;0,00;271,94;164,00
963;10578;2024-08-28;358;51;11;30;Loja Fisica;Pix;1;132,15;89,00;0,08;132,15;10,57;121,58;89,00
964;10579;2024-04-25;430;15;5;24;Marketplace;Pix;1;98,13;48,00;0;98,13;0,00;98,13;48,00
965;10580;2025-02-11;132;53;12;38;E-commerce;Cartao Credito;2;569,38;241,00;0;1138,76;0,00;1138,76;482,00
966;10581;2025-02-22;576;53;1;37;E-commerce;Cartao Credito;1;569,38;241,00;0,05;569,38;28,47;540,91;241,00
967;10582;2024-02-25;498;40;5;4;E-commerce;Pix;1;347,83;257,00;0;347,83;0,00;347,83;257,00
968;10583;2024-07-30;113;17;11;31;Marketplace;Cartao Debito;1;359,57;219,00;0;359,57;0,00;359,57;219,00
969;10583;2024-07-30;113;46;11;31;Marketplace;Cartao Credito;2;353,98;190,00;0,08;707,96;56,64;651,32;380,00
970;10584;2024-08-03;549;51;6;44;Loja Fisica;Cartao Credito;2;132,15;89,00;0;264,30;0,00;264,30;178,00
971;10585;2025-01-17;424;5;6;16;Loja Fisica;Cartao Debito;2;377,97;239,00;0,15;755,94;113,39;642,55;478,00
972;10585;2025-01-17;424;51;6;16;Loja Fisica;Cartao Credito;2;132,15;89,00;0;264,30;0,00;264,30;178,00
973;10586;2024-08-23;791;49;11;17;E-commerce;Boleto;2;93,60;65,00;0;187,20;0,00;187,20;130,00
974;10587;2024-03-27;76;3;2;48;Loja Fisica;Pix;1;270,81;144,00;0,15;270,81;40,62;230,19;144,00
975;10587;2024-03-27;76;13;2;48;Loja Fisica;Cartao Credito;2;125,43;65,00;0,15;250,86;37,63;213,23;130,00
976;10588;2024-11-15;436;59;6;23;Loja Fisica;Cartao Debito;1;39,89;28,00;0;39,89;0,00;39,89;28,00
977;10589;2025-01-20;440;36;5;34;Loja Fisica;Pix;1;476,13;295,00;0,10;476,13;47,61;428,52;295,00
978;10589;2025-01-20;440;3;5;34;Loja Fisica;Cartao Credito;4;270,81;144,00;0,10;1083,24;108,32;974,92;576,00
979;10589;2025-01-20;440;70;5;34;Loja Fisica;Cartao Credito;2;544,49;299,00;0,05;1088,98;54,45;1034,53;598,00
980;10589;2025-01-20;440;51;5;34;Loja Fisica;Cartao Credito;2;132,15;89,00;0,05;264,30;13,22;251,09;178,00
981;10590;2025-10-20;341;13;5;5;Loja Fisica;Cartao Debito;1;125,43;65,00;0;125,43;0,00;125,43;65,00
982;10590;2025-10-20;341;32;5;5;Loja Fisica;Pix;1;532,43;285,00;0,05;532,43;26,62;505,81;285,00
983;10591;2025-08-03;61;44;4;39;E-commerce;Cartao Credito;2;464,54;216,00;0;929,08;0,00;929,08;432,00
984;10592;2025-02-20;275;70;1;37;E-commerce;Cartao Credito;1;544,49;299,00;0,10;544,49;54,45;490,04;299,00
985;10592;2025-02-20;275;62;1;37;E-commerce;Pix;1;342,76;167,00;0,15;342,76;51,41;291,35;167,00
986;10593;2024-04-17;717;21;7;8;Loja Fisica;Cartao Credito;1;198,22;108,00;0;198,22;0,00;198,22;108,00
987;10594;2024-04-26;435;18;1;37;Loja Fisica;Cartao Credito;2;187,78;108,00;0,08;375,56;30,04;345,52;216,00
988;10594;2024-04-26;435;35;1;37;Loja Fisica;Cartao Debito;1;434,65;220,00;0,08;434,65;34,77;399,88;220,00
989;10595;2024-06-18;298;67;3;27;Loja Fisica;Cartao Credito;1;595,86;264,00;0,05;595,86;29,79;566,07;264,00
990;10596;2024-05-18;537;54;3;27;E-commerce;Cartao Credito;1;266,52;127,00;0,05;266,52;13,33;253,19;127,00
991;10597;2024-11-15;193;43;12;38;Loja Fisica;Cartao Credito;1;564,99;284,00;0,08;564,99;45,20;519,79;284,00
992;10598;2024-12-24;573;25;11;17;Marketplace;Cartao Debito;1;307,07;133,00;0,15;307,07;46,06;261,01;133,00
993;10599;2024-11-09;640;70;6;44;E-commerce;Cartao Credito;2;544,49;299,00;0;1088,98;0,00;1088,98;598,00
994;10599;2024-11-09;640;28;6;44;E-commerce;Pix;1;159,56;98,00;0;159,56;0,00;159,56;98,00
995;10599;2024-11-09;640;67;6;44;E-commerce;Cartao Credito;1;595,86;264,00;0,15;595,86;89,38;506,48;264,00
996;10600;2025-08-29;284;27;10;29;Marketplace;Cartao Credito;1;517,31;227,00;0,15;517,31;77,60;439,71;227,00
997;10600;2025-08-29;284;19;10;29;Marketplace;Cartao Debito;1;335,99;161,00;0,05;335,99;16,80;319,19;161,00
998;10601;2024-02-23;524;42;3;47;E-commerce;Cartao Credito;1;178,86;79,00;0,15;178,86;26,83;152,03;79,00
999;10602;2025-01-21;724;68;7;35;Loja Fisica;Cartao Debito;1;106,02;75,00;0,08;106,02;8,48;97,54;75,00
1000;10603;2025-10-10;729;63;5;26;Loja Fisica;Pix;2;448,17;301,00;0;896,34;0,00;896,34;602,00
1001;10604;2025-03-21;357;45;11;33;Loja Fisica;Pix;2;685,07;296,00;0;1370,14;0,00;1370,14;592,00
1002;10604;2025-03-21;357;25;11;33;Loja Fisica;Cartao Debito;1;307,07;133,00;0;307,07;0,00;307,07;133,00
1003;10604;2025-03-21;357;26;11;33;Loja Fisica;Cartao Credito;1;292,63;186,00;0,08;292,63;23,41;269,22;186,00
1004;10605;2024-12-02;378;35;2;14;Marketplace;Pix;1;434,65;220,00;0;434,65;0,00;434,65;220,00
1005;10606;2025-12-13;260;4;12;40;Loja Fisica;Cartao Debito;2;486,34;312,00;0,05;972,68;48,63;924,05;624,00
1006;10607;2025-05-17;485;5;3;1;E-commerce;Cartao Debito;1;377,97;239,00;0,08;377,97;30,24;347,73;239,00
1007;10607;2025-05-17;485;23;3;1;E-commerce;Cartao Credito;3;84,30;53,00;0;252,90;0,00;252,90;159,00
1008;10608;2024-05-02;455;70;1;3;E-commerce;Cartao Credito;1;544,49;299,00;0,15;544,49;81,67;462,82;299,00
1009;10609;2024-01-18;689;22;6;44;E-commerce;Pix;3;489,98;310,00;0,08;1469,94;117,60;1352,34;930,00
1010;10610;2024-01-15;413;9;11;17;Loja Fisica;Pix;1;111,45;77,00;0,15;111,45;16,72;94,73;77,00
1011;10610;2024-01-15;413;11;11;17;Loja Fisica;Cartao Credito;1;351,60;160,00;0;351,60;0,00;351,60;160,00
1012;10611;2025-06-01;178;40;7;8;E-commerce;Cartao Credito;1;347,83;257,00;0;347,83;0,00;347,83;257,00
1013;10611;2025-06-01;178;12;7;8;E-commerce;Cartao Credito;1;442,84;299,00;0,05;442,84;22,14;420,70;299,00
1014;10611;2025-06-01;178;24;7;8;E-commerce;Cartao Credito;2;329,45;186,00;0;658,90;0,00;658,90;372,00
1015;10612;2024-01-21;11;32;3;1;Loja Fisica;Pix;1;532,43;285,00;0,10;532,43;53,24;479,19;285,00
1016;10613;2024-07-14;774;37;12;38;E-commerce;Pix;1;61,93;30,00;0;61,93;0,00;61,93;30,00
1017;10614;2024-07-11;205;34;5;26;Loja Fisica;Pix;1;476,27;241,00;0;476,27;0,00;476,27;241,00
1018;10615;2025-10-19;461;5;9;12;E-commerce;Cartao Credito;3;377,97;239,00;0,08;1133,91;90,71;1043,20;717,00
1019;10615;2025-10-19;461;27;9;12;E-commerce;Cartao Credito;4;517,31;227,00;0,05;2069,24;103,46;1965,78;908,00
1020;10616;2024-10-22;351;12;4;39;E-commerce;Cartao Credito;1;442,84;299,00;0;442,84;0,00;442,84;299,00
1021;10617;2024-02-02;530;60;2;20;E-commerce;Pix;1;201,75;142,00;0;201,75;0,00;201,75;142,00
1022;10618;2024-02-04;719;21;6;16;Loja Fisica;Cartao Credito;1;198,22;108,00;0;198,22;0,00;198,22;108,00
1023;10619;2024-07-10;314;57;6;16;Loja Fisica;Pix;2;97,18;57,00;0,05;194,36;9,72;184,64;114,00
1024;10620;2025-02-12;250;62;8;43;Loja Fisica;Cartao Credito;2;342,76;167,00;0;685,52;0,00;685,52;334,00
1025;10621;2024-08-27;111;52;9;42;Loja Fisica;Pix;1;466,16;306,00;0;466,16;0,00;466,16;306,00
1026;10621;2024-08-27;111;68;9;42;Loja Fisica;Pix;1;106,02;75,00;0,08;106,02;8,48;97,54;75,00
1027;10622;2024-12-07;93;59;1;37;Loja Fisica;Cartao Credito;1;39,89;28,00;0,05;39,89;1,99;37,90;28,00
1028;10622;2024-12-07;93;23;1;37;Loja Fisica;Cartao Credito;1;84,30;53,00;0;84,30;0,00;84,30;53,00
1029;10623;2025-03-23;742;1;2;21;Loja Fisica;Cartao Credito;1;438,15;304,00;0;438,15;0,00;438,15;304,00
1030;10623;2025-03-23;742;51;2;21;Loja Fisica;Pix;2;132,15;89,00;0,05;264,30;13,22;251,09;178,00
1031;10624;2025-12-24;782;18;4;39;Marketplace;Cartao Debito;1;187,78;108,00;0;187,78;0,00;187,78;108,00
1032;10625;2025-03-10;404;29;10;18;Loja Fisica;Boleto;3;597,77;312,00;0;1793,31;0,00;1793,31;936,00
1033;10626;2024-12-14;2;30;9;12;E-commerce;Cartao Credito;1;559,42;244,00;0;559,42;0,00;559,42;244,00
1034;10626;2024-12-14;2;12;9;12;E-commerce;Cartao Credito;1;442,84;299,00;0,10;442,84;44,28;398,56;299,00
1035;10627;2024-11-14;692;23;7;36;E-commerce;Pix;1;84,30;53,00;0,10;84,30;8,43;75,87;53,00
1036;10628;2024-03-25;703;2;6;23;E-commerce;Pix;1;56,63;41,00;0;56,63;0,00;56,63;41,00
1037;10628;2024-03-25;703;59;6;23;E-commerce;Cartao Debito;1;39,89;28,00;0,10;39,89;3,99;35,90;28,00
1038;10629;2024-02-25;436;58;5;45;Loja Fisica;Cartao Credito;1;490,22;308,00;0,15;490,22;73,53;416,69;308,00
1039;10629;2024-02-25;436;69;5;45;Loja Fisica;Boleto;4;128,89;80,00;0;515,56;0,00;515,56;320,00
1040;10630;2025-06-28;691;26;7;35;Loja Fisica;Pix;1;292,63;186,00;0,08;292,63;23,41;269,22;186,00
1041;10631;2024-02-19;289;47;8;43;Loja Fisica;Pix;1;477,26;210,00;0,08;477,26;38,18;439,08;210,00
1042;10631;2024-02-19;289;44;8;43;Loja Fisica;Boleto;2;464,54;216,00;0,15;929,08;139,36;789,72;432,00
1043;10631;2024-02-19;289;23;8;43;Loja Fisica;Cartao Credito;1;84,30;53,00;0,05;84,30;4,21;80,08;53,00
1044;10632;2025-10-13;611;32;1;37;Loja Fisica;Cartao Credito;1;532,43;285,00;0,08;532,43;42,59;489,84;285,00
1045;10632;2025-10-13;611;64;1;37;Loja Fisica;Cartao Credito;1;590,82;320,00;0;590,82;0,00;590,82;320,00
1046;10633;2025-09-24;751;10;4;10;E-commerce;Cartao Credito;1;465,89;208,00;0;465,89;0,00;465,89;208,00
1047;10633;2025-09-24;751;13;4;10;E-commerce;Cartao Credito;1;125,43;65,00;0,10;125,43;12,54;112,89;65,00
1048;10634;2024-11-05;411;11;7;35;Loja Fisica;Cartao Debito;2;351,60;160,00;0,05;703,20;35,16;668,04;320,00
1049;10634;2024-11-05;411;74;7;35;Loja Fisica;Pix;1;75,76;32,00;0;75,76;0,00;75,76;32,00
1050;10634;2024-11-05;411;32;7;35;Loja Fisica;Cartao Credito;2;532,43;285,00;0;1064,86;0,00;1064,86;570,00
1051;10634;2024-11-05;411;56;7;35;Loja Fisica;Boleto;1;378,13;256,00;0,10;378,13;37,81;340,32;256,00
1052;10635;2025-11-18;620;35;1;37;Loja Fisica;Cartao Credito;1;434,65;220,00;0;434,65;0,00;434,65;220,00
1053;10636;2024-05-12;274;13;5;22;Loja Fisica;Pix;1;125,43;65,00;0;125,43;0,00;125,43;65,00
1054;10636;2024-05-12;274;37;5;22;Loja Fisica;Boleto;2;61,93;30,00;0,08;123,86;9,91;113,95;60,00
1055;10637;2025-10-12;337;44;10;18;Loja Fisica;Boleto;1;464,54;216,00;0;464,54;0,00;464,54;216,00
1056;10638;2025-05-25;546;52;4;39;E-commerce;Pix;1;466,16;306,00;0,15;466,16;69,92;396,24;306,00
1057;10638;2025-05-25;546;63;4;39;E-commerce;Cartao Credito;1;448,17;301,00;0;448,17;0,00;448,17;301,00
1058;10639;2025-06-26;312;60;6;44;Loja Fisica;Pix;1;201,75;142,00;0,08;201,75;16,14;185,61;142,00
1059;10640;2025-08-01;426;72;7;35;Marketplace;Cartao Credito;2;114,36;63,00;0;228,72;0,00;228,72;126,00
1060;10641;2025-01-22;127;74;10;18;Loja Fisica;Cartao Credito;1;75,76;32,00;0,15;75,76;11,36;64,40;32,00
1061;10642;2025-02-14;419;36;9;42;Loja Fisica;Pix;1;476,13;295,00;0;476,13;0,00;476,13;295,00
1062;10643;2025-12-04;781;51;11;46;E-commerce;Pix;1;132,15;89,00;0,05;132,15;6,61;125,54;89,00
1063;10644;2025-04-05;182;60;3;27;Loja Fisica;Cartao Debito;2;201,75;142,00;0,10;403,50;40,35;363,15;284,00
1064;10645;2025-10-30;429;18;7;13;Loja Fisica;Cartao Debito;1;187,78;108,00;0,08;187,78;15,02;172,76;108,00
1065;10645;2025-10-30;429;53;7;13;Loja Fisica;Pix;3;569,38;241,00;0;1708,14;0,00;1708,14;723,00
1066;10646;2025-10-02;701;71;8;43;Loja Fisica;Cartao Debito;1;193,81;118,00;0;193,81;0,00;193,81;118,00
